Name,Original_price,Offer,Final_price,Distance,Rating,Number of Rating,Summary,Location,City
Collection O 224 Nachiappa Residency,₹2904,50% off,₹1455,5.8 km,3.9 ,(911 Ratings),Good,Tnagar,Chennai
OYO Flagship 475 North Usman Road,₹2932,32% off,₹1999,1.9 km,4.1 ,(821 Ratings),Very Good,Tnagar,Chennai
Capital O 64938 Pearl Hotel Suite,₹2225,32% off,₹1517,2.5 km,4.2 ,(13 Ratings),Very Good,Tnagar,Chennai
OYO 22280 Kences Inn,₹2303,45% off,₹1256,2.0 km,3.6 ,(183 Ratings),Good,Tnagar,Chennai
OYO 14566 Sunshine Residency,₹1966,32% off,₹1341,4.4 km,4.2 ,(664 Ratings),Very Good,Tnagar,Chennai
OYO 11910 Shasamco International,₹2025,32% off,₹1381,7.2 km,4.5 ,(312 Ratings),Excellent,Tnagar,Chennai
SPOT ON 64228 Ram Palace SPOT,₹1105,32% off,₹754,5.3 km,4.3 ,(121 Ratings),Very Good,Tnagar,Chennai
OYO 47526 Hotel Himalaya Residency ,₹1392,32% off,₹949,5.1 km,3.0 ,(509 Ratings),Fair,Tnagar,Chennai
OYO 41107 Mangalem Merlion,₹2288,32% off,₹1560,1.9 km,NEW,,,Tnagar,Chennai
SilverKey Executive Stays 39923 Rathinammal Colony,₹2835,32% off,₹1933,1.8 km,3.9 ,(848 Ratings),Good,Tnagar,Chennai
Capital O 14933 RPR Residency,₹1920,32% off,₹1309,5.9 km,4.1 ,(1233 Ratings),Very Good,Tnagar,Chennai
OYO 43895 Udipi Home,₹1944,32% off,₹1326,4.7 km,4.1 ,(460 Ratings),Very Good,Tnagar,Chennai
OYO Townhouse 091 Nungambakkam,₹3357,46% off,₹1810,3.1 km,4.3 ,(2063 Ratings),Very Good,Tnagar,Chennai
OYO 40850 Orchid Inn,₹2371,32% off,₹1617,4.9 km,3.6 ,(433 Ratings),Good,Tnagar,Chennai
OYO 4342 Lloyds Nest,₹1879,35% off,₹1216,5.5 km,4.0 ,(193 Ratings),Very Good,Tnagar,Chennai
Collection O 42212 Hotel Grace Nochi Nagar,₹2528,32% off,₹1724,7.1 km,3.9 ,(1206 Ratings),Good,Tnagar,Chennai
OYO 29267 Hotel Akash Inn Saver,₹1481,32% off,₹1010,9.2 km,3.1 ,(114 Ratings),Fair,Tnagar,Chennai
OYO 62861 Shriram Residency,₹1173,32% off,₹800,6.8 km,4.3 ,(286 Ratings),Very Good,Tnagar,Chennai
SPOT ON 60491 Harini Lodge  SPOT,₹789,32% off,₹538,6.8 km,4.1 ,(403 Ratings),Very Good,Tnagar,Chennai
OYO Townhouse 072 Koyambedu,₹3471,36% off,₹2209,8.4 km,4.2 ,(1170 Ratings),Very Good,Tnagar,Chennai
OYO 8629 Agani Residency,₹3161,32% off,₹2155,8.9 km,3.6 ,(87 Ratings),Good,Tnagar,Chennai
Collection O 30063 Slate Srirampuram,₹4880,53% off,₹2283,4.3 km,4.1 ,(506 Ratings),Very Good,Tnagar,Chennai
OYO 3757 Green Galaxy,₹1854,46% off,₹1010,6.9 km,4.0 ,(265 Ratings),Very Good,Tnagar,Chennai
Collection O 22588 Gulnar Guest House Near Apollo Hospital,₹3418,48% off,₹1780,3.4 km,3.9 ,(746 Ratings),Good,Tnagar,Chennai
OYO 62543 Sai Nalam Hotels,₹1140,32% off,₹778,5.1 km,4.0 ,(58 Ratings),Very Good,Tnagar,Chennai
Collection O 30482 Venkatachalapathy St,₹2091,32% off,₹1426,4.4 km,4.1 ,(926 Ratings),Very Good,Tnagar,Chennai
SPOT ON 49443 Universal Inn SPOT,₹723,32% off,₹493,5.1 km,4.4 ,(436 Ratings),Very Good,Tnagar,Chennai
OYO 17224 Swarnam Residency,₹2372,32% off,₹1614,5.7 km,4.3 ,(243 Ratings),Very Good,Tnagar,Chennai
SilverKey Executive Stays 20001 Ashok Nagar,₹2531,32% off,₹1726,3.3 km,4.0 ,(625 Ratings),Very Good,Tnagar,Chennai
OYO Flagship 60453 Rajendra Garden Royapettah,₹1866,32% off,₹1273,3.6 km,3.8 ,(290 Ratings),Good,Tnagar,Chennai
OYO 15101 Hotel Royal Paris,₹1944,32% off,₹1326,8.2 km,4.2 ,(763 Ratings),Very Good,Tnagar,Chennai
OYO 24963 Hotel Sudha Inn Deluxe,₹2412,32% off,₹1645,6.9 km,4.7 ,(475 Ratings),Excellent,Tnagar,Chennai
OYO 9372 Rich Inn,₹2200,32% off,₹1500,4.7 km,4.5 ,(510 Ratings),Excellent,Tnagar,Chennai
SilverKey Executive Stays 20006 T Nagar,₹2534,33% off,₹1709,2.5 km,4.0 ,(887 Ratings),Very Good,Tnagar,Chennai
Collection O 42211 Grace Residency,₹2889,32% off,₹1970,7.4 km,4.1 ,(1222 Ratings),Very Good,Tnagar,Chennai
Palette - Benzz Park Deluxe,₹6352,32% off,₹4331,0.9 km,5.0 ,(5 Ratings),Fabulous,Tnagar,Chennai
SilverKey Executive Stays 20028 MIOT Hospital,₹4622,32% off,₹3151,7.5 km,4.1 ,(738 Ratings),Very Good,Tnagar,Chennai
OYO Flagship 488 Nungambakkam,₹4083,52% off,₹1973,5.0 km,4.1 ,(505 Ratings),Very Good,Tnagar,Chennai
OYO 40128 Grand Park Hotel ,₹1821,32% off,₹1242,8.1 km,NEW,,,Tnagar,Chennai
OYO 1001 Palmtree Corporate Anna Nagar,₹2136,32% off,₹1456,8.0 km,3.6 ,(246 Ratings),Good,Tnagar,Chennai
OYO 27873 Ranga Residency,₹1859,35% off,₹1212,4.7 km,NEW,,,Tnagar,Chennai
SPOT ON 60461 Gm Residency  SPOT,₹899,32% off,₹613,5.0 km,3.6 ,(129 Ratings),Good,Tnagar,Chennai
Capital O 18946 Admire Suit Hospitality Deluxe,₹2036,32% off,₹1388,7.4 km,4.0 ,(1132 Ratings),Very Good,Tnagar,Chennai
OYO Townhouse 026 T Nagar,₹4453,48% off,₹2311,1.2 km,4.4 ,(1086 Ratings),Very Good,Tnagar,Chennai
OYO 47947 ALA Towers,₹1177,32% off,₹802,4.8 km,3.9 ,(57 Ratings),Good,Tnagar,Chennai
OYO Flagship 16134 Mount Heera Alandur,₹2187,32% off,₹1492,8.5 km,3.5 ,(3029 Ratings),Good,Tnagar,Chennai
OYO Flagship 15018 Golden Manor Chennai Central,₹1868,32% off,₹1274,7.4 km,3.6 ,(4290 Ratings),Good,Tnagar,Chennai
Collection O 479 Royapettah,₹2306,32% off,₹1573,5.4 km,3.6 ,(1699 Ratings),Good,Tnagar,Chennai
SPOT ON 64994 Raj Mahal SPOT,₹731,32% off,₹499,7.9 km,3.7 ,(15 Ratings),Good,Tnagar,Chennai
OYO Townhouse 142 Vadapalani,₹3275,32% off,₹2233,5.8 km,3.8 ,(1239 Ratings),Good,Tnagar,Chennai
OYO 46874 Modern Guest House Saver,₹1481,32% off,₹1010,6.1 km,4.2 ,(221 Ratings),Very Good,Tnagar,Chennai
OYO 17157 Pearl Guest House,₹1777,32% off,₹1212,7.1 km,4.0 ,(109 Ratings),Very Good,Tnagar,Chennai
SPOT ON 60294 Bava Lodge SPOT,₹645,32% off,₹440,7.4 km,NEW,,,Tnagar,Chennai
Collection O 30020 Koyambedu,₹3201,35% off,₹2077,6.9 km,4.1 ,(2451 Ratings),Very Good,Tnagar,Chennai
SPOT ON 38565 Hotel Surya Thiruvengadam St SPOT,₹723,32% off,₹493,7.3 km,4.0 ,(952 Ratings),Very Good,Tnagar,Chennai
Collection O 30035 Esthell near Malar Hospital,₹6305,32% off,₹4299,8.1 km,3.7 ,(1251 Ratings),Good,Tnagar,Chennai
Capital O 896 The Royal Regency,₹6573,32% off,₹4482,8.3 km,4.6 ,(2767 Ratings),Excellent,Tnagar,Chennai
SPOT ON 47948 Ala Towers SPOT,₹723,32% off,₹493,5.9 km,4.0 ,(510 Ratings),Very Good,Tnagar,Chennai
OYO Townhouse 087 Spartan Nagar,₹2508,32% off,₹1710,9.6 km,4.2 ,(1362 Ratings),Very Good,Tnagar,Chennai
OYO 23454 Sun Park Inn,₹2240,32% off,₹1528,7.5 km,3.8 ,(266 Ratings),Good,Tnagar,Chennai
OYO 19021 Grand Tiara Deluxe,₹3363,51% off,₹1660,7.5 km,3.9 ,(278 Ratings),Good,Tnagar,Chennai
SPOT ON 40322 D D Guest House SPOT,₹1180,32% off,₹805,9.6 km,4.4 ,(1112 Ratings),Very Good,Tnagar,Chennai
SPOT ON 45777 Triplicane High Rd,₹602,32% off,₹411,5.3 km,3.8 ,(219 Ratings),Good,Tnagar,Chennai
OYO 46738 Egmore Shelters,₹1300,32% off,₹886,7.3 km,4.6 ,(206 Ratings),Excellent,Tnagar,Chennai
SPOT ON 6856 Eshi Guest House SPOT,₹808,32% off,₹551,6.6 km,4.3 ,(919 Ratings),Very Good,Tnagar,Chennai
SilverKey Executive Stays 36839 Jayanthi Gardens,₹2646,32% off,₹1804,9.3 km,4.0 ,(1196 Ratings),Very Good,Tnagar,Chennai
OYO 22019 Skye Service Apartments,₹1932,36% off,₹1242,5.4 km,3.8 ,(21 Ratings),Good,Tnagar,Chennai
OYO 44998 Sri Ranga Inn,₹2307,32% off,₹1573,9.9 km,4.2 ,(290 Ratings),Very Good,Tnagar,Chennai
OYO Townhouse 043 Anna Nagar,₹4482,32% off,₹3056,7.2 km,4.1 ,(1353 Ratings),Very Good,Tnagar,Chennai
OYO Home 46549 Velachery 6,₹3664,32% off,₹2498,9.6 km,4.3 ,(252 Ratings),Very Good,Tnagar,Chennai
SPOT ON 62657 Winter Gate  SPOT,₹910,32% off,₹621,8.0 km,4.3 ,(241 Ratings),Very Good,Tnagar,Chennai
OYO 44114 The Grand Guest House,₹1900,32% off,₹1296,5.7 km,4.4 ,(200 Ratings),Very Good,Tnagar,Chennai
OYO Home 61702 Swastik Apartments,₹2395,32% off,₹1633,7.2 km,4.8 ,(168 Ratings),Excellent,Tnagar,Chennai
OYO 5656 Green City,₹2417,46% off,₹1296,8.8 km,3.9 ,(340 Ratings),Good,Tnagar,Chennai
OYO 22669 Sunflower Residency Saver,₹1532,43% off,₹879,7.5 km,4.8 ,(437 Ratings),Excellent,Tnagar,Chennai
SilverKey Executive Stays 24150 Egmore,₹2718,32% off,₹1853,6.9 km,4.6 ,(965 Ratings),Excellent,Tnagar,Chennai
OYO 7791 Dakshin serviced Apartment Deluxe,₹2077,32% off,₹1417,7.9 km,4.1 ,(62 Ratings),Very Good,Tnagar,Chennai
SPOT ON 46343 Jayanthi Mansion SPOT,₹645,32% off,₹440,8.2 km,4.4 ,(171 Ratings),Very Good,Tnagar,Chennai
SPOT ON 41141 Hotel Sri Ram Nallamani SPOT,₹960,32% off,₹655,7.6 km,4.2 ,(1808 Ratings),Very Good,Tnagar,Chennai
SPOT ON 41410 Perfect Guest House SPOT,₹723,32% off,₹493,7.2 km,3.6 ,(247 Ratings),Good,Tnagar,Chennai
OYO 8679 Akash Park,₹2684,45% off,₹1482,9.4 km,4.5 ,(109 Ratings),Excellent,Tnagar,Chennai
SPOT ON 63925 Sri Guru Ragavendra Kalyana Mandapam SPOT,₹1070,32% off,₹730,8.4 km,3.5 ,(25 Ratings),Good,Tnagar,Chennai
OYO Flagship 24070 Thirupathi Nagar,₹2086,32% off,₹1423,7.6 km,4.3 ,(2314 Ratings),Very Good,Tnagar,Chennai
SPOT ON 45592 Nice Guest House  SPOT,₹723,32% off,₹493,5.1 km,3.7 ,(313 Ratings),Good,Tnagar,Chennai
Palette - The Bentley Hotel Deluxe,₹3888,32% off,₹2651,8.2 km,4.1 ,(117 Ratings),Very Good,Tnagar,Chennai
OYO 62668 Aradhana Guest House Saver,₹1288,32% off,₹878,10.0 km,3.6 ,(73 Ratings),Good,Tnagar,Chennai
OYO Townhouse 037 Central Station,₹2993,40% off,₹1784,8.1 km,3.9 ,(2952 Ratings),Good,Tnagar,Chennai
SPOT ON 45065 New Victory Mansion & Lodging SPOT,₹731,32% off,₹499,6.1 km,3.7 ,(205 Ratings),Good,Tnagar,Chennai
SPOT ON 44153 Annai Guest House SPOT,₹723,32% off,₹493,7.4 km,3.6 ,(234 Ratings),Good,Tnagar,Chennai
OYO 29805 Mars Guest House,₹1777,32% off,₹1212,8.2 km,3.2 ,(26 Ratings),Fair,Tnagar,Chennai
Palette -  Hablis Hotels Deluxe,₹8660,32% off,₹5905,6.7 km,4.8 ,(36 Ratings),Excellent,Tnagar,Chennai
OYO Townhouse 052 Tidel Park Adyar,₹3982,49% off,₹2011,9.1 km,4.3 ,(831 Ratings),Very Good,Tnagar,Chennai
OYO 61379 Golden Cafe Boarding & Lodging ,₹1325,32% off,₹904,7.5 km,NEW,,,Tnagar,Chennai
Capital O 16775 Subaithal Residency,₹2824,32% off,₹1926,9.7 km,4.0 ,(423 Ratings),Very Good,Tnagar,Chennai
OYO 39935 Elite Residency,₹1229,32% off,₹838,8.5 km,3.3 ,(54 Ratings),Fair,Tnagar,Chennai
OYO 7697 India Gate Par View Deluxe,₹2226,46% off,₹1212,9.7 km,3.6 ,(182 Ratings),Good,Tnagar,Chennai
OYO 3417 Green Top Apartment,₹1852,32% off,₹1263,9.2 km,3.8 ,(54 Ratings),Good,Tnagar,Chennai
OYO 9373 Pondy Bazaar,₹5868,32% off,₹4001,0.6 km,3.5 ,(175 Ratings),Good,Tnagar,Chennai
OYO 9578 Gemini Inn,₹2157,32% off,₹1471,2.0 km,NEW,,,Tnagar,Chennai
OYO 45137 B Zone,₹1481,32% off,₹1010,2.1 km,4.2 ,(221 Ratings),Very Good,Tnagar,Chennai
OYO 8645 Syeds Inn,₹2039,35% off,₹1319,2.3 km,4.5 ,(121 Ratings),Excellent,Tnagar,Chennai
SPOT ON 61987 Elite Residency SPOT,₹916,32% off,₹625,5.4 km,NEW,,,Tnagar,Chennai
OYO 7224 Krishna Prasad,₹2679,51% off,₹1317,3.1 km,3.4 ,(136 Ratings),Fair,Tnagar,Chennai
OYO 16339 Hotel Manhattan Deluxe,₹2030,32% off,₹1384,6.0 km,3.6 ,(31 Ratings),Good,Tnagar,Chennai
OYO 45501 Oasis Residency ,₹1777,32% off,₹1212,5.2 km,3.8 ,(119 Ratings),Good,Tnagar,Chennai
OYO 47679 Rich Inn,₹2649,32% off,₹1807,2.5 km,NEW,,,Tnagar,Chennai
OYO 14404 Guindy Chennai Stays,₹2005,32% off,₹1367,4.8 km,3.5 ,(18 Ratings),Good,Tnagar,Chennai
SPOT ON 49026 Ams Guest House  SPOT,₹723,32% off,₹493,7.0 km,3.0 ,(59 Ratings),Fair,Tnagar,Chennai
SPOT ON 40121 Tamilnadu Mansion Annex SPOT,₹3986,32% off,₹2718,5.2 km,3.4 ,(537 Ratings),Fair,Tnagar,Chennai
OYO 61997 Palm Jumeira Suites,₹1481,32% off,₹1010,3.6 km,NEW,,,Tnagar,Chennai
OYO 60627 SM Guest House,₹1894,32% off,₹1291,0.8 km,NEW,,,Tnagar,Chennai
SPOT ON 45468 Kumarans Inn SPOT,₹723,32% off,₹493,6.7 km,3.5 ,(139 Ratings),Good,Tnagar,Chennai
OYO 30579 Royal Palace Marina,₹1619,38% off,₹1010,7.3 km,NEW,,,Tnagar,Chennai
SPOT ON 40837 Bt Mansion SPOT,₹3986,32% off,₹2718,6.2 km,3.9 ,(236 Ratings),Good,Tnagar,Chennai
OYO 24189 Maxi Stay,₹2035,40% off,₹1212,5.8 km,NEW,,,Tnagar,Chennai
SPOT ON 43912 3star Guest House SPOT,₹3531,32% off,₹2407,3.7 km,4.0 ,(786 Ratings),Very Good,Tnagar,Chennai
OYO 2391 Greentree Serviced Apartment,₹2324,32% off,₹1585,2.1 km,NEW,,,Tnagar,Chennai
OYO 4324 Hotel Emerald Manor,₹3935,32% off,₹2683,5.8 km,3.7 ,(70 Ratings),Good,Tnagar,Chennai
SPOT ON 27117 Mallika Residency SPOT,₹748,32% off,₹510,5.2 km,3.9 ,(855 Ratings),Good,Tnagar,Chennai
SPOT ON 43658 Ambika Palace SPOT,₹723,32% off,₹493,5.1 km,4.0 ,(514 Ratings),Very Good,Tnagar,Chennai
OYO 48074 National Towers Residency Saver,₹5926,32% off,₹4041,4.8 km,3.4 ,(222 Ratings),Fair,Tnagar,Chennai
OYO 29884 Al-shariff Residency,₹1914,32% off,₹1294,5.6 km,4.2 ,(164 Ratings),Very Good,Tnagar,Chennai
SPOT ON 48069 National Towers Inn SPOT,₹1195,32% off,₹815,4.8 km,3.6 ,(199 Ratings),Good,Tnagar,Chennai
OYO 10465 PJP PARK Koyambedu,₹4192,32% off,₹2858,6.8 km,3.7 ,(312 Ratings),Good,Tnagar,Chennai
SPOT ON 42747 Tamilnadu Mansion  SPOT,₹723,32% off,₹493,5.5 km,3.4 ,(86 Ratings),Fair,Tnagar,Chennai
OYO 36657 Amma Vilas Saver,₹1458,32% off,₹994,5.4 km,3.4 ,(31 Ratings),Fair,Tnagar,Chennai
OYO Townhouse 072 Koyambedu,₹3471,39% off,₹2130,4.3 km,4.2 ,(1170 Ratings),Very Good,Nungambakkam,Chennai
OYO 15768 Rsm Shelters,₹2035,50% off,₹1010,2.6 km,4.2 ,(281 Ratings),Very Good,Nungambakkam,Chennai
OYO 6148 Green Grande Inn,₹1777,32% off,₹1212,3.5 km,NEW,,,Nungambakkam,Chennai
OYO 14441 Sri Ramani Resorts And Hotels,₹2069,34% off,₹1363,2.7 km,3.7 ,(120 Ratings),Good,Nungambakkam,Chennai
Collection O 39209 Cine City,₹2780,32% off,₹1896,2.1 km,4.3 ,(756 Ratings),Very Good,Nungambakkam,Chennai
SPOT ON 60491 Harini Lodge  SPOT,₹789,32% off,₹538,2.3 km,4.1 ,(403 Ratings),Very Good,Nungambakkam,Chennai
OYO Townhouse 227 Royapettah,₹4838,32% off,₹3299,2.4 km,4.2 ,(487 Ratings),Very Good,Nungambakkam,Chennai
Collection O 28825 Oriental Inn Gopalapuram,₹2420,32% off,₹1650,2.3 km,3.8 ,(1789 Ratings),Good,Nungambakkam,Chennai
OYO Flagship 469 Nungambakkam,₹4084,36% off,₹2634,0.9 km,4.0 ,(1507 Ratings),Very Good,Nungambakkam,Chennai
OYO 15101 Hotel Royal Paris,₹1944,32% off,₹1326,4.0 km,4.2 ,(763 Ratings),Very Good,Nungambakkam,Chennai
OYO 15558 Sri Sai Nivas Inn,₹2250,32% off,₹1534,4.5 km,3.7 ,(196 Ratings),Good,Nungambakkam,Chennai
OYO Townhouse 056 T Nagar Chennai,₹4015,41% off,₹2384,2.3 km,4.2 ,(2205 Ratings),Very Good,Nungambakkam,Chennai
Collection O 224 Nachiappa Residency,₹2904,50% off,₹1455,4.9 km,3.9 ,(911 Ratings),Good,Nungambakkam,Chennai
Collection O 42212 Hotel Grace Nochi Nagar,₹2528,32% off,₹1724,4.8 km,3.9 ,(1206 Ratings),Good,Nungambakkam,Chennai
Capital O 28785 Simsan Hotel Deluxe,₹3099,32% off,₹2113,4.9 km,4.6 ,(964 Ratings),Excellent,Nungambakkam,Chennai
OYO 3757 Green Galaxy,₹1854,46% off,₹1010,3.8 km,4.0 ,(265 Ratings),Very Good,Nungambakkam,Chennai
OYO 48277 Royal Kings Guest House ,₹1204,32% off,₹821,2.5 km,4.1 ,(452 Ratings),Very Good,Nungambakkam,Chennai
OYO 29267 Hotel Akash Inn Saver,₹1481,32% off,₹1010,7.6 km,3.1 ,(114 Ratings),Fair,Nungambakkam,Chennai
OYO 24963 Hotel Sudha Inn Deluxe,₹2412,32% off,₹1645,2.4 km,4.7 ,(475 Ratings),Excellent,Nungambakkam,Chennai
Collection O 42211 Grace Residency,₹2889,32% off,₹1970,3.2 km,4.1 ,(1222 Ratings),Very Good,Nungambakkam,Chennai
OYO Townhouse 072 Koyambedu,₹3471,39% off,₹2130,4.3 km,4.2 ,(1170 Ratings),Very Good,Nungambakkam,Chennai
OYO 15768 Rsm Shelters,₹2035,50% off,₹1010,2.6 km,4.2 ,(281 Ratings),Very Good,Nungambakkam,Chennai
OYO 6148 Green Grande Inn,₹1777,32% off,₹1212,3.5 km,NEW,,,Nungambakkam,Chennai
OYO 14441 Sri Ramani Resorts And Hotels,₹2069,34% off,₹1363,2.7 km,3.7 ,(120 Ratings),Good,Nungambakkam,Chennai
Collection O 39209 Cine City,₹2780,32% off,₹1896,2.1 km,4.3 ,(756 Ratings),Very Good,Nungambakkam,Chennai
SPOT ON 60491 Harini Lodge  SPOT,₹789,32% off,₹538,2.3 km,4.1 ,(403 Ratings),Very Good,Nungambakkam,Chennai
OYO Townhouse 227 Royapettah,₹4838,32% off,₹3299,2.4 km,4.2 ,(487 Ratings),Very Good,Nungambakkam,Chennai
Collection O 28825 Oriental Inn Gopalapuram,₹2420,32% off,₹1650,2.3 km,3.8 ,(1789 Ratings),Good,Nungambakkam,Chennai
OYO Flagship 469 Nungambakkam,₹4084,36% off,₹2634,0.9 km,4.0 ,(1507 Ratings),Very Good,Nungambakkam,Chennai
OYO 15101 Hotel Royal Paris,₹1944,32% off,₹1326,4.0 km,4.2 ,(763 Ratings),Very Good,Nungambakkam,Chennai
OYO 15558 Sri Sai Nivas Inn,₹2250,32% off,₹1534,4.5 km,3.7 ,(196 Ratings),Good,Nungambakkam,Chennai
OYO Townhouse 056 T Nagar Chennai,₹4015,41% off,₹2384,2.3 km,4.2 ,(2205 Ratings),Very Good,Nungambakkam,Chennai
Collection O 224 Nachiappa Residency,₹2904,50% off,₹1455,4.9 km,3.9 ,(911 Ratings),Good,Nungambakkam,Chennai
Collection O 42212 Hotel Grace Nochi Nagar,₹2528,32% off,₹1724,4.8 km,3.9 ,(1206 Ratings),Good,Nungambakkam,Chennai
Capital O 28785 Simsan Hotel Deluxe,₹3099,32% off,₹2113,4.9 km,4.6 ,(964 Ratings),Excellent,Nungambakkam,Chennai
OYO 3757 Green Galaxy,₹1854,46% off,₹1010,3.8 km,4.0 ,(265 Ratings),Very Good,Nungambakkam,Chennai
OYO 48277 Royal Kings Guest House ,₹1204,32% off,₹821,2.5 km,4.1 ,(452 Ratings),Very Good,Nungambakkam,Chennai
OYO 29267 Hotel Akash Inn Saver,₹1481,32% off,₹1010,7.6 km,3.1 ,(114 Ratings),Fair,Nungambakkam,Chennai
OYO 24963 Hotel Sudha Inn Deluxe,₹2412,32% off,₹1645,2.4 km,4.7 ,(475 Ratings),Excellent,Nungambakkam,Chennai
Collection O 42211 Grace Residency,₹2889,32% off,₹1970,3.2 km,4.1 ,(1222 Ratings),Very Good,Nungambakkam,Chennai
OYO 15148 Sky Pix,₹2212,32% off,₹1508,5.8 km,4.2 ,(497 Ratings),Very Good,Nungambakkam,Chennai
Capital O 14933 RPR Residency,₹1920,32% off,₹1309,3.8 km,4.1 ,(1233 Ratings),Very Good,Nungambakkam,Chennai
SPOT ON 64228 Ram Palace SPOT,₹1105,32% off,₹754,3.5 km,4.3 ,(121 Ratings),Very Good,Nungambakkam,Chennai
OYO 40850 Orchid Inn,₹2371,32% off,₹1617,2.5 km,3.6 ,(433 Ratings),Good,Nungambakkam,Chennai
OYO 40128 Grand Park Hotel ,₹1821,32% off,₹1242,4.5 km,NEW,,,Nungambakkam,Chennai
OYO 47526 Hotel Himalaya Residency ,₹1392,32% off,₹949,3.5 km,3.0 ,(509 Ratings),Fair,Nungambakkam,Chennai
OYO 43895 Udipi Home,₹1944,32% off,₹1326,2.3 km,4.1 ,(460 Ratings),Very Good,Nungambakkam,Chennai
Capital O 64938 Pearl Hotel,₹2071,32% off,₹1412,1.7 km,4.2 ,(13 Ratings),Very Good,Nungambakkam,Chennai
Collection O 45720 Pearl Mylapore,₹2908,32% off,₹1983,2.8 km,4.2 ,(378 Ratings),Very Good,Nungambakkam,Chennai
Capital O 896 The Royal Regency,₹6573,32% off,₹4482,3.5 km,4.6 ,(2767 Ratings),Excellent,Nungambakkam,Chennai
OYO Flagship 475 North Usman Road,₹2932,32% off,₹1999,1.4 km,4.1 ,(821 Ratings),Very Good,Nungambakkam,Chennai
Collection O 30063 Slate Srirampuram,₹4880,53% off,₹2283,0.7 km,4.1 ,(506 Ratings),Very Good,Nungambakkam,Chennai
Capital O 18946 Admire Suit Hospitality Deluxe,₹2036,32% off,₹1388,3.5 km,4.0 ,(1132 Ratings),Very Good,Nungambakkam,Chennai
OYO Flagship 15018 Golden Manor Chennai Central,₹1868,32% off,₹1274,3.5 km,3.6 ,(4290 Ratings),Good,Nungambakkam,Chennai
OYO 22280 Kences Inn,₹2303,45% off,₹1256,2.0 km,3.6 ,(183 Ratings),Good,Nungambakkam,Chennai
OYO 1001 Palmtree Corporate Anna Nagar,₹2136,32% off,₹1456,4.9 km,3.6 ,(246 Ratings),Good,Nungambakkam,Chennai
OYO Townhouse 091 Nungambakkam,₹3357,46% off,₹1810,0.3 km,4.3 ,(2063 Ratings),Very Good,Nungambakkam,Chennai
OYO 14566 Sunshine Residency,₹1966,32% off,₹1341,4.5 km,4.2 ,(664 Ratings),Very Good,Nungambakkam,Chennai
OYO 17157 Pearl Guest House,₹1777,32% off,₹1212,2.7 km,4.0 ,(109 Ratings),Very Good,Nungambakkam,Chennai
SPOT ON 60294 Bava Lodge SPOT,₹645,32% off,₹440,3.7 km,NEW,,,Nungambakkam,Chennai
Collection O 30482 Venkatachalapathy St,₹2020,32% off,₹1378,1.8 km,4.1 ,(926 Ratings),Very Good,Nungambakkam,Chennai
OYO 5656 Green City,₹2417,46% off,₹1296,3.7 km,3.9 ,(340 Ratings),Good,Nungambakkam,Chennai
OYO 62543 Sai Nalam Hotels,₹1140,32% off,₹778,3.6 km,4.0 ,(58 Ratings),Very Good,Nungambakkam,Chennai
Collection O 22588 Gulnar Guest House Near Apollo Hospital,₹3418,50% off,₹1720,1.1 km,3.9 ,(746 Ratings),Good,Nungambakkam,Chennai
OYO Townhouse 087 Spartan Nagar,₹2508,32% off,₹1710,6.9 km,4.2 ,(1362 Ratings),Very Good,Nungambakkam,Chennai
SPOT ON 38565 Hotel Surya Thiruvengadam St SPOT,₹723,32% off,₹493,3.5 km,4.0 ,(952 Ratings),Very Good,Nungambakkam,Chennai
OYO 41107 Mangalem Merlion,₹2288,32% off,₹1560,2.3 km,NEW,,,Nungambakkam,Chennai
OYO 23454 Sun Park Inn,₹2240,32% off,₹1528,3.6 km,3.8 ,(266 Ratings),Good,Nungambakkam,Chennai
SPOT ON 49443 Universal Inn SPOT,₹723,32% off,₹493,3.4 km,4.4 ,(436 Ratings),Very Good,Nungambakkam,Chennai
OYO 27032 Sri Kumaran Residency,₹2165,39% off,₹1316,8.4 km,4.2 ,(265 Ratings),Very Good,Nungambakkam,Chennai
OYO Flagship 488 Nungambakkam,₹4083,53% off,₹1909,0.9 km,4.1 ,(505 Ratings),Very Good,Nungambakkam,Chennai
SilverKey Executive Stays 39923 Rathinammal Colony,₹2835,32% off,₹1933,3.0 km,3.9 ,(848 Ratings),Good,Nungambakkam,Chennai
SPOT ON 62657 Winter Gate  SPOT,₹910,32% off,₹621,3.8 km,4.3 ,(241 Ratings),Very Good,Nungambakkam,Chennai
OYO 8629 Agani Residency,₹3161,32% off,₹2155,9.0 km,3.6 ,(87 Ratings),Good,Nungambakkam,Chennai
OYO 9372 Rich Inn,₹2200,32% off,₹1500,2.7 km,4.5 ,(510 Ratings),Excellent,Nungambakkam,Chennai
OYO 46738 Egmore Shelters,₹1300,32% off,₹886,2.9 km,4.6 ,(206 Ratings),Excellent,Nungambakkam,Chennai
Collection O 479 Royapettah,₹2229,32% off,₹1520,3.0 km,3.6 ,(1699 Ratings),Good,Nungambakkam,Chennai
OYO Townhouse 043 Anna Nagar,₹4017,32% off,₹2739,3.4 km,4.1 ,(1353 Ratings),Very Good,Nungambakkam,Chennai
