Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
OYO 23454 Sun Park Inn,2240.0,32.0,1528.0,8.3,3.8,266.0,Good,Koyambedu,Chennai
Palette - Benzz Park Deluxe,6352.0,32.0,4331.0,5.6,5.0,5.0,Fabulous,Koyambedu,Chennai
OYO 46738 Egmore Shelters,1300.0,32.0,886.0,7.7,4.6,206.0,Excellent,Koyambedu,Chennai
OYO 35423 Ashok Lodge ,1481.0,32.0,1010.0,6.9,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 11342 Phoenix Inn,1980.0,32.0,1350.0,8.6,4.1,380.0,Very Good,Koyambedu,Chennai
OYO 9372 Rich Inn,2200.0,32.0,1500.0,8.0,4.5,510.0,Excellent,Koyambedu,Chennai
SPOT ON 62657 Winter Gate  SPOT,910.0,32.0,621.0,8.5,4.3,241.0,Very Good,Koyambedu,Chennai
SilverKey Executive Stays 43874 34th Street,2162.0,32.0,1474.0,9.1,4.1,949.0,Very Good,Koyambedu,Chennai
OYO 62543 Sai Nalam Hotels,1140.0,32.0,778.0,9.1,4.0,58.0,Very Good,Koyambedu,Chennai
SPOT ON 44572 Jain Residency SPOT,899.0,32.0,613.0,8.2,4.6,589.0,Excellent,Koyambedu,Chennai
SilverKey Executive Stays 24150 Egmore,3043.0,32.0,2075.0,7.2,4.6,965.0,Excellent,Koyambedu,Chennai
SPOT ON 49443 Universal Inn SPOT,723.0,32.0,493.0,8.8,4.4,436.0,Very Good,Koyambedu,Chennai
SPOT ON 47686 Kgt Guest House  SPOT,1243.0,32.0,847.0,7.9,3.7,434.0,Good,Koyambedu,Chennai
OYO 27873 Ranga Residency,1859.0,35.0,1212.0,7.9,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO Flagship 60453 Rajendra Garden Royapettah,1866.0,32.0,1273.0,8.1,3.8,290.0,Good,Koyambedu,Chennai
SPOT ON 41141 Hotel Sri Ram Nallamani SPOT,960.0,32.0,655.0,7.8,4.2,1808.0,Very Good,Koyambedu,Chennai
Collection O 30035 Esthell near Malar Hospital,6305.0,32.0,4299.0,9.9,3.7,1251.0,Good,Koyambedu,Chennai
OYO 3417 Green Top Apartment,1804.0,32.0,1230.0,6.0,3.8,54.0,Good,Koyambedu,Chennai
Collection O 479 Royapettah,2590.0,32.0,1766.0,8.4,3.6,1699.0,Good,Koyambedu,Chennai
OYO 7722 Sorgam Serviced Apartments Deluxe,2286.0,32.0,1559.0,6.4,4.2,179.0,Very Good,Koyambedu,Chennai
OYO Townhouse 037 Central Station,2993.0,40.0,1784.0,8.4,3.9,2952.0,Good,Koyambedu,Chennai
Palette -  Hablis Hotels Deluxe,8660.0,32.0,5905.0,7.0,4.8,36.0,Excellent,Koyambedu,Chennai
SPOT ON 41410 Perfect Guest House SPOT,723.0,32.0,493.0,8.9,3.6,247.0,Good,Koyambedu,Chennai
SPOT ON 45777 Triplicane High Rd,602.0,32.0,411.0,8.8,3.8,219.0,Good,Koyambedu,Chennai
OYO 61379 Golden Cafe Boarding & Lodging ,1325.0,32.0,904.0,8.5,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 39935 Elite Residency,1229.0,32.0,838.0,8.4,3.3,54.0,Fair,Koyambedu,Chennai
SPOT ON 44153 Annai Guest House SPOT,723.0,32.0,493.0,9.1,3.6,234.0,Good,Koyambedu,Chennai
SPOT ON 45592 Nice Guest House  SPOT,723.0,32.0,493.0,8.5,3.7,313.0,Good,Koyambedu,Chennai
SPOT ON 45065 New Victory Mansion & Lodging SPOT,731.0,32.0,499.0,8.6,3.7,205.0,Good,Koyambedu,Chennai
OYO 45137 B Zone,1850.0,32.0,1261.0,5.3,4.2,221.0,Very Good,Koyambedu,Chennai
OYO 9373 Pondy Bazaar,5868.0,32.0,4001.0,5.9,3.5,175.0,Good,Koyambedu,Chennai
OYO 5446 Hotel Maharajay,3000.0,32.0,2046.0,2.0,4.4,131.0,Very Good,Koyambedu,Chennai
OYO 9578 Gemini Inn,2157.0,32.0,1471.0,6.4,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 4494 Amrita Inn,2104.0,42.0,1212.0,3.2,3.2,31.0,Fair,Koyambedu,Chennai
OYO 10465 PJP PARK Koyambedu,4192.0,32.0,2858.0,0.8,3.7,312.0,Good,Koyambedu,Chennai
OYO 4324 Hotel Emerald Manor,3935.0,32.0,2683.0,1.9,3.7,70.0,Good,Koyambedu,Chennai
OYO 7224 Krishna Prasad,2679.0,45.0,1475.0,5.5,3.4,136.0,Fair,Koyambedu,Chennai
OYO 8645 Syeds Inn,2039.0,35.0,1319.0,6.4,4.5,121.0,Excellent,Koyambedu,Chennai
OYO 12368 Day Inn,2795.0,53.0,1324.0,4.1,4.2,320.0,Very Good,Koyambedu,Chennai
OYO 18953 Anara Residency,1588.0,40.0,951.0,1.6,4.0,115.0,Very Good,Koyambedu,Chennai
SPOT ON 43912 3star Guest House SPOT,3531.0,32.0,2407.0,1.9,4.0,786.0,Very Good,Koyambedu,Chennai
SPOT ON 61987 Elite Residency SPOT,889.0,32.0,607.0,8.7,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
SPOT ON 48555 3 Star Guest House  SPOT,2123.0,32.0,1447.0,3.5,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 47679 Rich Inn,2649.0,32.0,1807.0,5.9,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 62788 Ganga Residency,1848.0,32.0,1260.0,2.2,4.0,40.0,Very Good,Koyambedu,Chennai
OYO 45501 Oasis Residency ,1777.0,32.0,1212.0,8.5,3.8,119.0,Good,Koyambedu,Chennai
OYO 16339 Hotel Manhattan Deluxe,2030.0,32.0,1384.0,9.4,3.6,31.0,Good,Koyambedu,Chennai
OYO 14404 Guindy Chennai Stays,2005.0,32.0,1367.0,7.2,3.5,18.0,Good,Koyambedu,Chennai
OYO 29884 Al-shariff Residency,1914.0,32.0,1294.0,5.7,4.2,164.0,Very Good,Koyambedu,Chennai
OYO 30579 Royal Palace Marina,1619.0,38.0,1010.0,8.8,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 10545 Sorgam Serviced Apartments,5930.0,32.0,4043.0,6.1,4.0,117.0,Very Good,Koyambedu,Chennai
OYO 8508 Heritage Residency,6584.0,32.0,4489.0,6.3,3.3,152.0,Fair,Koyambedu,Chennai
OYO 49216 Dreams Manor ,2409.0,32.0,1642.0,6.5,4.3,311.0,Very Good,Koyambedu,Chennai
OYO 61997 Palm Jumeira Suites,1777.0,32.0,1212.0,6.7,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 11305 Hotel NK Exotica,6573.0,32.0,4482.0,7.0,3.8,140.0,Good,Koyambedu,Chennai
SPOT ON 49026 Ams Guest House  SPOT,723.0,32.0,493.0,9.2,3.0,59.0,Fair,Koyambedu,Chennai
OYO 36657 Amma Vilas Saver,1458.0,32.0,994.0,5.9,3.4,31.0,Fair,Koyambedu,Chennai
OYO 60627 SM Guest House,1894.0,32.0,1291.0,5.9,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
SPOT ON 45468 Kumarans Inn SPOT,723.0,32.0,493.0,9.1,3.5,139.0,Good,Koyambedu,Chennai
SPOT ON 40837 Bt Mansion SPOT,3986.0,32.0,2718.0,8.7,3.9,236.0,Good,Koyambedu,Chennai
SPOT ON 40121 Tamilnadu Mansion Annex SPOT,3986.0,32.0,2718.0,8.6,3.4,537.0,Fair,Koyambedu,Chennai
OYO 14934 Kalyani Grand,6579.0,32.0,4486.0,2.8,4.3,66.0,Very Good,Koyambedu,Chennai
OYO 44958 Park Tower,1481.0,32.0,1010.0,8.4,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 24189 Maxi Stay,2035.0,40.0,1212.0,8.4,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 2391 Greentree Serviced Apartment,2324.0,32.0,1585.0,6.4,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
OYO 28170 Green Tree Elite,5808.0,32.0,3960.0,4.8,0.0,0.0,Yet to be summarised,Koyambedu,Chennai
SPOT ON 44116 Abi Comfort Inn  SPOT,841.0,32.0,574.0,7.8,4.5,401.0,Excellent,Koyambedu,Chennai
SPOT ON 27117 Mallika Residency SPOT,748.0,32.0,510.0,8.4,3.9,855.0,Good,Koyambedu,Chennai
SPOT ON 43658 Ambika Palace SPOT,723.0,32.0,493.0,8.6,4.0,514.0,Very Good,Koyambedu,Chennai
OYO 970 MNR Grand,2060.0,32.0,1405.0,5.9,3.8,41.0,Good,Koyambedu,Chennai
Capital O 39429 The Spin Hotel,9065.0,32.0,6181.0,8.8,4.2,1036.0,Very Good,Koyambedu,Chennai
OYO 15101 Hotel Royal Paris,1867.0,32.0,1273.0,2.0,4.2,763.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 60491 Harini Lodge  SPOT,789.0,32.0,538.0,0.3,4.1,403.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 40128 Grand Park Hotel ,1821.0,32.0,1242.0,2.1,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO 3757 Green Galaxy,1854.0,46.0,1010.0,2.5,4.0,265.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 227 Royapettah,3026.0,32.0,2063.0,4.1,4.2,487.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 42211 Grace Residency,2889.0,32.0,1970.0,1.6,4.1,1222.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 48277 Royal Kings Guest House ,1147.0,32.0,782.0,1.9,4.1,452.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 24963 Hotel Sudha Inn Deluxe,2412.0,32.0,1645.0,1.0,4.7,475.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 47526 Hotel Himalaya Residency ,1392.0,32.0,949.0,1.9,3.0,509.0,Fair,Chennai Egmore Railway Station,Chennai
Collection O 39209 Cine City,2780.0,32.0,1896.0,4.5,4.3,756.0,Very Good,Chennai Egmore Railway Station,Chennai
Capital O 896 The Royal Regency,6573.0,32.0,4482.0,2.1,4.6,2767.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 43895 Udipi Home,1944.0,32.0,1326.0,0.4,4.1,460.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 15018 Golden Manor Chennai Central,1868.0,32.0,1274.0,1.4,3.6,4290.0,Good,Chennai Egmore Railway Station,Chennai
OYO 40850 Orchid Inn,2371.0,32.0,1617.0,2.0,3.6,433.0,Good,Chennai Egmore Railway Station,Chennai
OYO 15768 Rsm Shelters,2035.0,50.0,1010.0,6.1,4.2,281.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 28825 Oriental Inn Gopalapuram,2420.0,32.0,1650.0,4.8,3.8,1789.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 60294 Bava Lodge SPOT,645.0,32.0,440.0,1.5,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO 14441 Sri Ramani Resorts And Hotels,2069.0,34.0,1363.0,5.6,3.7,120.0,Good,Chennai Egmore Railway Station,Chennai
Capital O 18946 Admire Suit Hospitality Deluxe,2036.0,32.0,1388.0,3.1,4.0,1132.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 42212 Hotel Grace Nochi Nagar,2467.0,32.0,1682.0,5.9,3.9,1206.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 38565 Hotel Surya Thiruvengadam St SPOT,723.0,32.0,493.0,1.1,4.0,952.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 5656 Green City,2417.0,46.0,1296.0,2.6,3.9,340.0,Good,Chennai Egmore Railway Station,Chennai
Collection O 45720 Pearl Mylapore,2908.0,32.0,1983.0,3.5,4.2,378.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 23454 Sun Park Inn,2240.0,32.0,1528.0,1.5,3.8,266.0,Good,Chennai Egmore Railway Station,Chennai
OYO 17157 Pearl Guest House,1777.0,32.0,1212.0,2.1,4.0,109.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 62543 Sai Nalam Hotels,1261.0,32.0,860.0,2.3,4.0,58.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 072 Koyambedu,3471.0,37.0,2200.0,7.6,4.2,1170.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 469 Nungambakkam,5292.0,32.0,3608.0,4.8,4.0,1507.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 49443 Universal Inn SPOT,723.0,32.0,493.0,1.9,4.4,436.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 62657 Winter Gate  SPOT,874.0,32.0,596.0,2.0,4.3,241.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 30063 Slate Srirampuram,4880.0,53.0,2283.0,2.9,4.1,506.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 091 Nungambakkam,3357.0,46.0,1810.0,2.4,4.3,2063.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 224 Nachiappa Residency,2904.0,50.0,1455.0,6.8,3.9,911.0,Good,Chennai Egmore Railway Station,Chennai
OYO 46738 Egmore Shelters,1300.0,32.0,886.0,0.7,4.6,206.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 9372 Rich Inn,2200.0,32.0,1500.0,1.0,4.5,510.0,Excellent,Chennai Egmore Railway Station,Chennai
Collection O 30033 Almas Chennai High Court,3327.0,32.0,2269.0,4.2,4.1,1848.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 64228 Ram Palace SPOT,1105.0,32.0,754.0,5.6,4.3,121.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 6148 Green Grande Inn,1777.0,32.0,1212.0,7.7,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
Collection O 22588 Gulnar Guest House Near Apollo Hospital,3418.0,50.0,1720.0,2.5,3.9,746.0,Good,Chennai Egmore Railway Station,Chennai
Capital O 64938 Pearl Hotel,1848.0,32.0,1260.0,4.9,4.2,13.0,Very Good,Chennai Egmore Railway Station,Chennai
Collection O 30111 Collection O 273 Hotel Everest Poonamallee High Rd,3928.0,32.0,2678.0,2.0,4.2,1110.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 1001 Palmtree Corporate Anna Nagar,2136.0,32.0,1456.0,6.3,3.6,246.0,Good,Chennai Egmore Railway Station,Chennai
Collection O 30482 Venkatachalapathy St,2020.0,32.0,1378.0,4.0,4.1,926.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 488 Nungambakkam,4083.0,53.0,1909.0,2.6,4.1,505.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 41107 Mangalem Merlion,2288.0,32.0,1560.0,4.1,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO Townhouse 056 T Nagar Chennai,4015.0,42.0,2325.0,6.5,4.2,2205.0,Very Good,Chennai Egmore Railway Station,Chennai
Capital O 14933 RPR Residency,1920.0,32.0,1309.0,6.8,4.1,1233.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 41141 Hotel Sri Ram Nallamani SPOT,960.0,32.0,655.0,0.6,4.2,1808.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 64090 Hotel Pink SPOT,1323.0,32.0,902.0,1.5,3.3,41.0,Fair,Chennai Egmore Railway Station,Chennai
SPOT ON 46343 Jayanthi Mansion SPOT,645.0,32.0,440.0,3.5,4.4,171.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 42768 Sai International ,2074.0,32.0,1414.0,6.2,4.0,597.0,Very Good,Chennai Egmore Railway Station,Chennai
SilverKey Executive Stays 24150 Egmore,2636.0,32.0,1792.0,0.4,4.6,965.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 22280 Kences Inn,2303.0,45.0,1256.0,5.5,3.6,183.0,Good,Chennai Egmore Railway Station,Chennai
Collection O 479 Royapettah,2354.0,32.0,1605.0,3.7,3.6,1699.0,Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 475 North Usman Road,2931.0,34.0,1930.0,6.0,4.1,821.0,Very Good,Chennai Egmore Railway Station,Chennai
SilverKey Executive Stays 39923 Rathinammal Colony,2229.0,32.0,1520.0,5.4,3.9,848.0,Good,Chennai Egmore Railway Station,Chennai
OYO 27873 Ranga Residency,1859.0,35.0,1212.0,3.6,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO Townhouse 037 Central Station,2993.0,40.0,1784.0,1.9,3.9,2952.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 41410 Perfect Guest House SPOT,723.0,32.0,493.0,1.7,3.6,247.0,Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 60453 Rajendra Garden Royapettah,1866.0,32.0,1273.0,4.2,3.8,290.0,Good,Chennai Egmore Railway Station,Chennai
OYO 44998 Sri Ranga Inn,2307.0,32.0,1573.0,8.7,4.2,290.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 45777 Triplicane High Rd,602.0,32.0,411.0,3.0,3.8,219.0,Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 24460 Star City,3531.0,32.0,2407.0,6.8,3.9,2031.0,Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 043 Anna Nagar,4017.0,32.0,2739.0,5.7,4.1,1353.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 15558 Sri Sai Nivas Inn,2196.0,32.0,1498.0,9.4,3.7,196.0,Good,Chennai Egmore Railway Station,Chennai
Capital O 16775 Subaithal Residency,2824.0,32.0,1926.0,4.8,4.0,423.0,Very Good,Chennai Egmore Railway Station,Chennai
Palette - Benzz Park Deluxe,6352.0,32.0,4331.0,3.9,5.0,5.0,Fabulous,Chennai Egmore Railway Station,Chennai
OYO 61379 Golden Cafe Boarding & Lodging ,1325.0,32.0,904.0,1.6,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 44153 Annai Guest House SPOT,723.0,32.0,493.0,2.3,3.6,234.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 60461 Gm Residency  SPOT,899.0,32.0,613.0,6.0,3.6,129.0,Good,Chennai Egmore Railway Station,Chennai
OYO 39935 Elite Residency,1229.0,32.0,838.0,1.8,3.3,54.0,Fair,Chennai Egmore Railway Station,Chennai
Capital O 28785 Simsan Hotel Deluxe,3099.0,32.0,2113.0,9.8,4.6,964.0,Excellent,Chennai Egmore Railway Station,Chennai
SPOT ON 6856 Eshi Guest House SPOT,808.0,32.0,551.0,6.2,4.3,919.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 142 Vadapalani,3275.0,32.0,2233.0,7.0,3.8,1239.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 45592 Nice Guest House  SPOT,723.0,32.0,493.0,1.4,3.7,313.0,Good,Chennai Egmore Railway Station,Chennai
Collection O 30020 Koyambedu,3201.0,35.0,2077.0,7.9,4.1,2451.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 44114 The Grand Guest House,1900.0,32.0,1296.0,5.7,4.4,200.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 45065 New Victory Mansion & Lodging SPOT,731.0,32.0,499.0,2.9,3.7,205.0,Good,Chennai Egmore Railway Station,Chennai
SilverKey Executive Stays 20006 T Nagar,2534.0,34.0,1669.0,6.6,4.0,887.0,Very Good,Chennai Egmore Railway Station,Chennai
SilverKey Executive Stays 36839 Jayanthi Gardens,2542.0,32.0,1733.0,9.8,4.0,1196.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 62668 Aradhana Guest House Saver,1288.0,32.0,878.0,9.3,3.6,73.0,Good,Chennai Egmore Railway Station,Chennai
OYO 14566 Sunshine Residency,1966.0,32.0,1341.0,10.0,4.2,664.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 47947 ALA Towers,1177.0,32.0,802.0,7.9,3.9,57.0,Good,Chennai Egmore Railway Station,Chennai
OYO Flagship 38564 Bloomingdale,2105.0,32.0,1435.0,8.8,4.0,1215.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Townhouse 026 T Nagar,4453.0,48.0,2311.0,6.7,4.4,1086.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 35423 Ashok Lodge ,1481.0,32.0,1010.0,8.3,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SilverKey Executive Stays 20001 Ashok Nagar,2458.0,32.0,1676.0,9.5,4.0,625.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 47948 Ala Towers SPOT,723.0,32.0,493.0,9.5,4.0,510.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 7791 Dakshin serviced Apartment Deluxe,2077.0,32.0,1417.0,9.9,4.1,62.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO Home 61702 Swastik Apartments,2395.0,32.0,1633.0,9.8,4.8,168.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 22019 Skye Service Apartments,1932.0,36.0,1242.0,9.4,3.8,21.0,Good,Chennai Egmore Railway Station,Chennai
Palette -  Hablis Hotels Deluxe,8660.0,32.0,5905.0,9.4,4.8,36.0,Excellent,Chennai Egmore Railway Station,Chennai
OYO 9578 Gemini Inn,2157.0,32.0,1471.0,2.9,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO 45501 Oasis Residency ,1777.0,32.0,1212.0,1.3,3.8,119.0,Good,Chennai Egmore Railway Station,Chennai
OYO 45137 B Zone,1481.0,32.0,1010.0,3.7,4.2,221.0,Very Good,Chennai Egmore Railway Station,Chennai
SPOT ON 49026 Ams Guest House  SPOT,723.0,32.0,493.0,2.2,3.0,59.0,Fair,Chennai Egmore Railway Station,Chennai
OYO 9373 Pondy Bazaar,5868.0,32.0,4001.0,4.4,3.5,175.0,Good,Chennai Egmore Railway Station,Chennai
OYO 30579 Royal Palace Marina,1619.0,38.0,1010.0,2.9,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 45468 Kumarans Inn SPOT,723.0,32.0,493.0,2.5,3.5,139.0,Good,Chennai Egmore Railway Station,Chennai
OYO 16339 Hotel Manhattan Deluxe,2030.0,32.0,1384.0,5.6,3.6,31.0,Good,Chennai Egmore Railway Station,Chennai
SPOT ON 40121 Tamilnadu Mansion Annex SPOT,3986.0,32.0,2718.0,1.5,3.4,537.0,Fair,Chennai Egmore Railway Station,Chennai
OYO 7224 Krishna Prasad,2679.0,51.0,1317.0,4.2,3.4,136.0,Fair,Chennai Egmore Railway Station,Chennai
OYO 44958 Park Tower,1481.0,32.0,1010.0,1.5,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 40837 Bt Mansion SPOT,3986.0,32.0,2718.0,3.6,3.9,236.0,Good,Chennai Egmore Railway Station,Chennai
OYO 61997 Palm Jumeira Suites,1481.0,32.0,1010.0,1.8,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 27117 Mallika Residency SPOT,748.0,32.0,510.0,1.2,3.9,855.0,Good,Chennai Egmore Railway Station,Chennai
OYO 49216 Dreams Manor ,2409.0,32.0,1642.0,1.5,4.3,311.0,Very Good,Chennai Egmore Railway Station,Chennai
Capital O 39429 The Spin Hotel,9065.0,32.0,6181.0,1.6,4.2,1036.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 11437 GMT Centre,1906.0,32.0,1300.0,2.7,3.1,11.0,Fair,Chennai Egmore Railway Station,Chennai
SPOT ON 43658 Ambika Palace SPOT,723.0,32.0,493.0,1.5,4.0,514.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 24189 Maxi Stay,2035.0,40.0,1212.0,3.9,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 42747 Tamilnadu Mansion  SPOT,723.0,32.0,493.0,1.9,3.4,86.0,Fair,Chennai Egmore Railway Station,Chennai
OYO 47679 Rich Inn,2649.0,32.0,1807.0,5.1,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
SPOT ON 48069 National Towers Inn SPOT,1195.0,32.0,815.0,1.2,3.6,199.0,Good,Chennai Egmore Railway Station,Chennai
OYO 48074 National Towers Residency Saver,5926.0,32.0,4041.0,1.8,3.4,222.0,Fair,Chennai Egmore Railway Station,Chennai
SPOT ON 47255 Annakilly Tower Guest House SPOT,645.0,32.0,440.0,2.2,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO 12368 Day Inn,2795.0,53.0,1324.0,6.2,4.2,320.0,Very Good,Chennai Egmore Railway Station,Chennai
OYO 2118 Palm Shore Residency,1985.0,49.0,1010.0,7.1,3.2,130.0,Fair,Chennai Egmore Railway Station,Chennai
OYO 60627 SM Guest House,1894.0,32.0,1291.0,5.3,0.0,0.0,Yet to be summarised,Chennai Egmore Railway Station,Chennai
OYO 4324 Hotel Emerald Manor,3935.0,32.0,2683.0,7.0,3.7,70.0,Good,Chennai Egmore Railway Station,Chennai
OYO 18908 Ram Residency Saver,1929.0,32.0,1315.0,0.5,3.5,175.0,Good,Old Mahabalipuram Road,Chennai
OYO Home 45611 Cozy Sudio Perungudi,2395.0,32.0,1633.0,4.4,4.3,415.0,Very Good,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 20013 Thoraipakkam,2552.0,45.0,1411.0,2.2,4.2,685.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 39908 Exotic Stay VGP Beach,2689.0,32.0,1834.0,2.6,4.6,510.0,Excellent,Old Mahabalipuram Road,Chennai
OYO 39342 Beehive Inn,2184.0,32.0,1489.0,4.2,4.1,574.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 41584 Malabar Residency Saver,2068.0,32.0,1410.0,4.5,0.0,0.0,Yet to be summarised,Old Mahabalipuram Road,Chennai
OYO 36961 Kiruba Castle,2240.0,32.0,1528.0,2.3,4.4,517.0,Very Good,Old Mahabalipuram Road,Chennai
Silverkey Executive Stays 37924 Pine Grove,4293.0,32.0,2927.0,4.8,4.6,770.0,Excellent,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 39891 Srs Illam,3386.0,32.0,2309.0,2.4,4.2,1931.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 48598 Spacious Stay Near AGS Cinemas,2395.0,32.0,1633.0,8.8,4.3,141.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 38033 Le Mint Saver,2065.0,32.0,1408.0,5.3,4.2,324.0,Very Good,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 20007 Thoraipakkam,3227.0,57.0,1373.0,1.0,4.3,337.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 4584 India Gate,2503.0,32.0,1707.0,3.4,4.4,332.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 38555 Peaceful Studio Injambakkam,2689.0,32.0,1834.0,3.2,4.5,220.0,Excellent,Old Mahabalipuram Road,Chennai
OYO 3860 Apartment JLS Gruha,2445.0,32.0,1667.0,8.7,4.3,313.0,Very Good,Old Mahabalipuram Road,Chennai
Collection O 45736 Damro Building Perumbakkam,2524.0,32.0,1721.0,3.5,3.9,478.0,Good,Old Mahabalipuram Road,Chennai
OYO Townhouse 054 Thoraipakkam,4649.0,32.0,3170.0,4.3,4.3,1156.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 8629 Agani Residency,3161.0,32.0,2155.0,9.8,3.6,87.0,Good,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 39526 Perumbakkam,1777.0,32.0,1212.0,3.5,3.7,78.0,Good,Old Mahabalipuram Road,Chennai
