Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
OYO 60526 Hotel Green Park Suites,1140.0,32.0,778.0,9.8,4.5,251.0,Excellent,Shamshabad,Hyderabad
OYO 35487 Hotel Meena Grand,2090.0,32.0,1425.0,16.0,4.0,575.0,Very Good,Shamshabad,Hyderabad
OYO 47727 S Grand Deluxe,1777.0,32.0,1212.0,15.0,4.4,360.0,Very Good,Shamshabad,Hyderabad
OYO 10272 Hotel Ruma,1777.0,32.0,1212.0,16.0,4.2,488.0,Very Good,Shamshabad,Hyderabad
Capital O 46832 Gaayatri Residency Deluxe,2098.0,32.0,1431.0,16.0,4.8,644.0,Excellent,Shamshabad,Hyderabad
OYO 37906 New Asian Lodge,2420.0,32.0,1650.0,16.0,3.2,349.0,Fair,Shamshabad,Hyderabad
OYO 48723 Shanthaa Residency Lodge,2618.0,32.0,1785.0,17.0,3.9,464.0,Good,Shamshabad,Hyderabad
OYO 41102 Hyderabad Elite,2261.0,32.0,1542.0,16.0,4.4,804.0,Very Good,Shamshabad,Hyderabad
OYO Townhouse 113 Green Leaves LB Nagar,2530.0,32.0,1725.0,16.0,4.4,1913.0,Very Good,Shamshabad,Hyderabad
OYO Home 60380 Primrose Cottage Rethibowli,2250.0,32.0,1534.0,15.0,3.8,86.0,Good,Shamshabad,Hyderabad
OYO 4025 Hotel Meredian Orchid,1865.0,35.0,1212.0,17.0,4.1,558.0,Very Good,Shamshabad,Hyderabad
OYO 63371 R Square Stay,2297.0,32.0,1567.0,16.0,4.3,125.0,Very Good,Shamshabad,Hyderabad
OYO Home 62549 Peaceful Stay Banjara Hills,2492.0,32.0,1699.0,17.0,4.3,102.0,Very Good,Shamshabad,Hyderabad
OYO 600 Hotel Skyhy,2450.0,32.0,1671.0,17.0,4.1,589.0,Very Good,Shamshabad,Hyderabad
SilverKey Executive Stays 27773 IAS Colony,1639.0,40.0,991.0,17.0,3.8,2195.0,Good,Shamshabad,Hyderabad
OYO 11429 Hotel Tokyo Japan Comforts,1481.0,32.0,1010.0,15.0,3.7,116.0,Good,Shamshabad,Hyderabad
OYO Flagship 30254 Neknampur,1481.0,32.0,1010.0,17.0,4.3,1790.0,Very Good,Shamshabad,Hyderabad
Silverkey Executive Stays 22453 Himayat Nagar Circle,2117.0,32.0,1444.0,17.0,4.1,1387.0,Very Good,Shamshabad,Hyderabad
OYO 40305 R Square Inn Deluxe,2398.0,32.0,1635.0,18.0,3.6,409.0,Good,Shamshabad,Hyderabad
Capital O 35958 Hotel Lake View Deluxe,2030.0,32.0,1384.0,18.0,4.0,3011.0,Very Good,Shamshabad,Hyderabad
OYO 37946 Hotel Sky Blue,2059.0,32.0,1404.0,18.0,3.8,65.0,Good,Shamshabad,Hyderabad
OYO 8941 Hotel Golden Leaves,2449.0,32.0,1670.0,19.0,4.4,728.0,Very Good,Shamshabad,Hyderabad
Capital O 29894 Royal Emirates,2835.0,32.0,1933.0,18.0,4.7,1845.0,Excellent,Shamshabad,Hyderabad
OYO 30396 Hotel Shri Chaitra Deluxe,2685.0,32.0,1831.0,19.0,3.9,446.0,Good,Shamshabad,Hyderabad
OYO 46837 Vivid Stay Near Sunshine Hospital,1777.0,32.0,1212.0,19.0,4.5,222.0,Excellent,Shamshabad,Hyderabad
OYO 40311 Hotel Ruhika,1146.0,32.0,781.0,19.0,3.6,33.0,Good,Shamshabad,Hyderabad
OYO 49253 Raja Residency,1140.0,32.0,778.0,19.0,4.5,162.0,Excellent,Shamshabad,Hyderabad
OYO Home 48096 Jublee Homes,1802.0,32.0,1229.0,19.0,0.0,0.0,Yet to be summarised,Shamshabad,Hyderabad
SPOT ON 46880 Hotel Meredian Grand SPOT,723.0,32.0,493.0,7.1,3.6,273.0,Good,Shamshabad,Hyderabad
OYO 41751 Hotel Sabharwal,1416.0,32.0,966.0,2.9,4.2,786.0,Very Good,Himayathnagar,Hyderabad
OYO 9302 Hotel Baseraa Inn,2081.0,32.0,1419.0,1.6,4.5,170.0,Excellent,Himayathnagar,Hyderabad
OYO 24605 Grand Season Deluxe,2596.0,32.0,1770.0,4.0,4.1,162.0,Very Good,Himayathnagar,Hyderabad
OYO 16018 Rainbow Saphire,2190.0,32.0,1493.0,3.8,4.7,978.0,Excellent,Himayathnagar,Hyderabad
OYO 65158 Hotel Ranjit Residency Deluxe,1877.0,32.0,1280.0,4.4,3.4,53.0,Fair,Himayathnagar,Hyderabad
OYO 24204 Nav Bharath Residency Deluxe,1777.0,32.0,1212.0,3.8,4.4,423.0,Very Good,Himayathnagar,Hyderabad
OYO Townhouse 265 Begumpet,4161.0,32.0,2837.0,4.4,0.0,0.0,Yet to be summarised,Himayathnagar,Hyderabad
OYO 10272 Hotel Ruma,1777.0,32.0,1212.0,2.7,4.2,488.0,Very Good,Himayathnagar,Hyderabad
Capital O 46832 Gaayatri Residency Deluxe,2098.0,32.0,1431.0,2.5,4.8,644.0,Excellent,Himayathnagar,Hyderabad
OYO 35467 Shiridi Residency Deluxe,2596.0,32.0,1770.0,2.3,4.7,815.0,Excellent,Himayathnagar,Hyderabad
OYO 3169 Hotel Lotus Grand,6603.0,32.0,4502.0,4.2,3.3,1009.0,Fair,Himayathnagar,Hyderabad
OYO 45408 Hotel Ambassador,2623.0,32.0,1789.0,4.4,4.6,1069.0,Excellent,Himayathnagar,Hyderabad
OYO Townhouse 045 Lakdi ka Pul,5129.0,32.0,3497.0,3.8,4.3,1934.0,Very Good,Himayathnagar,Hyderabad
OYO 35487 Hotel Meena Grand Deluxe,2302.0,32.0,1570.0,5.5,4.0,575.0,Very Good,Himayathnagar,Hyderabad
OYO 37906 New Asian Lodge,2262.0,32.0,1543.0,3.0,3.2,349.0,Fair,Himayathnagar,Hyderabad
OYO 22907 Hotel Holiday Saver,1481.0,32.0,1010.0,5.2,4.5,393.0,Excellent,Himayathnagar,Hyderabad
OYO 4025 Hotel Meredian Orchid,1865.0,35.0,1212.0,2.5,4.1,558.0,Very Good,Himayathnagar,Hyderabad
OYO 16857 Hotel Jp Plaza Deluxe,2267.0,32.0,1546.0,1.0,4.4,381.0,Very Good,Himayathnagar,Hyderabad
OYO 13251 Hotel Three Castles Deluxe,2291.0,32.0,1562.0,3.2,4.0,857.0,Very Good,Himayathnagar,Hyderabad
OYO 1405 Hotel Majestic International,1900.0,32.0,1296.0,2.2,3.5,299.0,Good,Himayathnagar,Hyderabad
OYO 47727 S Grand Saver,1481.0,32.0,1010.0,3.0,4.4,360.0,Very Good,Himayathnagar,Hyderabad
Capital O 23543 Hotel Vaishnavi,2332.0,32.0,1590.0,4.4,4.5,2574.0,Excellent,Himayathnagar,Hyderabad
Capital O 14244 Loya Legend Deluxe,2371.0,32.0,1617.0,2.8,4.2,1501.0,Very Good,Himayathnagar,Hyderabad
Collection O 46198 New Sree Krishna,3964.0,32.0,2703.0,7.5,3.9,989.0,Good,Himayathnagar,Hyderabad
OYO 600 Hotel Skyhy,2450.0,32.0,1671.0,0.6,4.1,589.0,Very Good,Himayathnagar,Hyderabad
OYO 37499 Saba Service Apartments Deluxe,2123.0,32.0,1447.0,6.4,4.6,330.0,Excellent,Himayathnagar,Hyderabad
Capital O 35958 Hotel Lake View Deluxe,2030.0,32.0,1384.0,3.1,4.0,3011.0,Very Good,Himayathnagar,Hyderabad
OYO 9960 Kubeera Palace,3097.0,32.0,2112.0,0.2,4.5,855.0,Excellent,Himayathnagar,Hyderabad
OYO 11310 sri supraja pride,1529.0,34.0,1010.0,2.9,4.4,437.0,Very Good,Himayathnagar,Hyderabad
OYO 10225 Hotel Sree Chandana,3520.0,32.0,2400.0,7.3,3.9,274.0,Good,Himayathnagar,Hyderabad
OYO Townhouse 074 Nampally,3338.0,32.0,2276.0,3.2,4.1,3089.0,Very Good,Himayathnagar,Hyderabad
OYO 18926 Tourist Krishna Inn,2011.0,39.0,1236.0,2.5,4.6,858.0,Excellent,Himayathnagar,Hyderabad
OYO Flagship 469 Kachiguda Railway Station,2345.0,46.0,1264.0,2.8,3.7,4062.0,Good,Himayathnagar,Hyderabad
Collection O 19581 Hotel Raj Classic MG Road,2512.0,63.0,935.0,5.1,3.6,4509.0,Good,Himayathnagar,Hyderabad
Collection O 42514 Venkat Nagar,3012.0,32.0,2054.0,7.1,4.4,879.0,Very Good,Himayathnagar,Hyderabad
OYO 30744 The  Gate,2140.0,32.0,1459.0,5.1,4.3,440.0,Very Good,Himayathnagar,Hyderabad
OYO 65324 Hotel Shyam,1140.0,32.0,778.0,5.5,0.0,0.0,Yet to be summarised,Himayathnagar,Hyderabad
OYO 2840 Kanha Grand,1481.0,32.0,1010.0,3.7,4.1,542.0,Very Good,Himayathnagar,Hyderabad
OYO 4376 Imax Inn Deluxe,1983.0,32.0,1352.0,2.4,4.3,478.0,Very Good,Himayathnagar,Hyderabad
OYO 26562 Dazzle Stays Saver,1777.0,32.0,1212.0,7.6,3.9,371.0,Good,Himayathnagar,Hyderabad
OYO 16061 Hotel Holly Hock,2601.0,32.0,1774.0,5.4,4.6,716.0,Excellent,Himayathnagar,Hyderabad
OYO 983 Hotel Surya Residency,2670.0,32.0,1821.0,5.9,4.2,264.0,Very Good,Himayathnagar,Hyderabad
OYO Flagship 15009 Secunderabad,1808.0,33.0,1212.0,4.4,3.9,3654.0,Good,Himayathnagar,Hyderabad
OYO Home 62549 Peaceful Stay Banjara Hills,2602.0,32.0,1774.0,6.8,4.3,102.0,Very Good,Himayathnagar,Hyderabad
OYO 15140 Hotel Priya Residency,1532.0,34.0,1010.0,4.9,3.7,325.0,Good,Himayathnagar,Hyderabad
Silverkey Executive Stays 22453 Himayat Nagar Circle,2117.0,32.0,1444.0,0.9,4.1,1387.0,Very Good,Himayathnagar,Hyderabad
OYO 19460 Hotel Pearl City,1430.0,32.0,975.0,5.2,3.1,204.0,Fair,Himayathnagar,Hyderabad
OYO 11079 Hotel Prestige,2059.0,32.0,1404.0,6.1,4.6,1351.0,Excellent,Himayathnagar,Hyderabad
OYO 18302 Pride Banjara,2260.0,32.0,1541.0,5.8,0.0,0.0,Yet to be summarised,Himayathnagar,Hyderabad
OYO 15739 Hotel Grand Brundavan,2934.0,32.0,2001.0,5.5,4.4,1001.0,Very Good,Himayathnagar,Hyderabad
OYO Townhouse 064 Secunderabad,4994.0,32.0,3405.0,4.3,4.4,3057.0,Very Good,Himayathnagar,Hyderabad
OYO Flagship 18341 Metro International,1427.0,39.0,872.0,5.5,4.3,2328.0,Very Good,Himayathnagar,Hyderabad
OYO 30955 Alpine Glow Pinnacle,1905.0,36.0,1212.0,8.9,4.2,635.0,Very Good,Himayathnagar,Hyderabad
OYO 22250 Prince Residency,1859.0,32.0,1267.0,5.9,4.1,279.0,Very Good,Himayathnagar,Hyderabad
Capital O 49135 Sri Simran Park Hotel Deluxe,2679.0,32.0,1827.0,6.0,4.2,1284.0,Very Good,Himayathnagar,Hyderabad
OYO 44275 Three Castles Executive,1166.0,32.0,795.0,3.2,4.4,515.0,Very Good,Himayathnagar,Hyderabad
OYO 1410 Country Club Begumpet,3150.0,32.0,2148.0,8.1,3.6,366.0,Good,Himayathnagar,Hyderabad
OYO 14224 Happy Guest house,2323.0,32.0,1584.0,7.2,4.6,448.0,Excellent,Himayathnagar,Hyderabad
Capital O 1780 Hotel Belsons Taj Mahal,2530.0,32.0,1725.0,5.7,4.3,2775.0,Very Good,Himayathnagar,Hyderabad
SPOT ON 65122 K-inn SPOT,645.0,32.0,440.0,2.1,0.0,0.0,Yet to be summarised,Himayathnagar,Hyderabad
OYO Townhouse 232 RP Road,3691.0,32.0,2517.0,5.9,4.1,750.0,Very Good,Himayathnagar,Hyderabad
OYO Home 44325 Alluring Stay Haksons Villas,1950.0,32.0,1330.0,5.1,4.0,99.0,Very Good,Himayathnagar,Hyderabad
OYO 28637 Gokul Grand,2142.0,32.0,1461.0,7.3,4.7,1176.0,Excellent,Himayathnagar,Hyderabad
OYO 30750 M R Residency,1777.0,32.0,1212.0,5.9,3.1,190.0,Fair,Himayathnagar,Hyderabad
OYO 35755 Sagar Grand,1910.0,32.0,1303.0,4.2,0.0,0.0,Yet to be summarised,Himayathnagar,Hyderabad
OYO 26883 Vasundhara Guest House Saver,1712.0,49.0,877.0,5.0,4.2,314.0,Very Good,Himayathnagar,Hyderabad
Collection O 30116 Welcome Grand Rani Gunj,1481.0,32.0,1010.0,5.0,3.8,2488.0,Good,Himayathnagar,Hyderabad
SPOT ON 37214 Classic Lodge SPOT,826.0,32.0,563.0,3.1,4.8,3630.0,Excellent,Himayathnagar,Hyderabad
OYO Flagship 15391 Mehdipatnam,2121.0,43.0,1212.0,7.1,4.5,5342.0,Excellent,Himayathnagar,Hyderabad
OYO 49253 Raja Residency,1140.0,32.0,778.0,3.3,4.5,162.0,Excellent,Himayathnagar,Hyderabad
OYO Flagship 22412 Hotel Sai Prakash Nampally,1910.0,53.0,895.0,3.3,3.6,5335.0,Good,Himayathnagar,Hyderabad
OYO 14669 Mayur's Residency,6404.0,32.0,4366.0,5.8,4.0,788.0,Very Good,Himayathnagar,Hyderabad
OYO 7343 Al Shareef Palace,1826.0,32.0,1245.0,6.1,3.8,236.0,Good,Himayathnagar,Hyderabad
Capital O 45597 Hotel Riya Grand Deluxe,3363.0,32.0,2293.0,3.0,4.8,2628.0,Excellent,Himayathnagar,Hyderabad
OYO 40852 Hotel White Ridge,1933.0,32.0,1318.0,8.0,4.6,412.0,Excellent,Himayathnagar,Hyderabad
OYO 37946 Hotel Sky Blue,2059.0,32.0,1404.0,5.2,3.8,65.0,Good,Himayathnagar,Hyderabad
OYO 41102 Hyderabad Elite,1777.0,32.0,1212.0,9.4,4.4,804.0,Very Good,Himayathnagar,Hyderabad
OYO 47785 Hotel Pariwar Inn,1392.0,32.0,949.0,4.6,3.8,287.0,Good,Himayathnagar,Hyderabad
SilverKey Executive Stays 27773 IAS Colony,1639.0,38.0,1010.0,7.7,3.8,2195.0,Good,Himayathnagar,Hyderabad
OYO 46806 Sg Comforts,1481.0,32.0,1010.0,2.3,3.9,348.0,Good,Himayathnagar,Hyderabad
SPOT ON 24885 Royal Plaza SPOT,1821.0,32.0,1242.0,5.5,3.6,779.0,Good,Himayathnagar,Hyderabad
OYO Flagship 23191 Hotel Raj Madan Ameerpet,2029.0,40.0,1212.0,6.4,3.8,3210.0,Good,Himayathnagar,Hyderabad
OYO 795 Samudra Inn Hotel,1785.0,32.0,1217.0,6.2,3.7,219.0,Good,Himayathnagar,Hyderabad
OYO 13746 Mint Leaves,2390.0,32.0,1630.0,7.6,4.0,494.0,Very Good,Himayathnagar,Hyderabad
OYO 47332 Hotel Dolphin,1481.0,32.0,1010.0,9.2,4.4,279.0,Very Good,Himayathnagar,Hyderabad
OYO Home 62424 Royal Stay Near Mantra Mall,2462.0,32.0,1679.0,9.3,4.5,49.0,Excellent,Himayathnagar,Hyderabad
OYO 5527 RY Hotels,2330.0,32.0,1589.0,7.3,3.8,126.0,Good,Himayathnagar,Hyderabad
OYO 674 Hotel Manar Luxury Suites,1331.0,32.0,907.0,7.5,4.5,386.0,Excellent,Himayathnagar,Hyderabad
OYO 29928 Royal Emirates Banjara,1481.0,32.0,1010.0,6.5,4.6,865.0,Excellent,Himayathnagar,Hyderabad
SPOT ON 47525 Deccan Lodge SPOT,1114.0,32.0,760.0,5.3,4.3,605.0,Very Good,Himayathnagar,Hyderabad
OYO 42887 Tenneti Towers Deluxe,1959.0,32.0,1336.0,7.4,4.6,33.0,Excellent,Himayathnagar,Hyderabad
OYO 10139 Hotel Palak Residency,2003.0,39.0,1215.0,9.3,3.6,537.0,Good,Himayathnagar,Hyderabad
OYO 42129 Hotel Swiss Legrand Deluxe,1777.0,32.0,1212.0,7.1,3.6,76.0,Good,Himayathnagar,Hyderabad
OYO Home 60380 Primrose Cottage Rethibowli,2684.0,32.0,1830.0,7.3,3.8,86.0,Good,Himayathnagar,Hyderabad
OYO 11429 Hotel Tokyo Japan Comforts,1481.0,32.0,1010.0,3.0,3.7,116.0,Good,Himayathnagar,Hyderabad
OYO 1074 Valley View Apartments,1777.0,32.0,1212.0,5.5,4.0,430.0,Very Good,Himayathnagar,Hyderabad
SPOT ON 41322 Prem Residency SPOT,1296.0,32.0,884.0,6.1,3.4,603.0,Fair,Himayathnagar,Hyderabad
OYO 12237 Luxury Villas,2157.0,32.0,1471.0,7.5,3.7,144.0,Good,Himayathnagar,Hyderabad
OYO Townhouse 164 Model Colony,2415.0,32.0,1647.0,8.9,4.4,1643.0,Very Good,Himayathnagar,Hyderabad
OYO 30652 Pleasant Stay Erragadda,3009.0,32.0,2052.0,8.5,4.5,294.0,Excellent,Himayathnagar,Hyderabad
OYO 29230 Ik London Residency,2610.0,32.0,1780.0,6.2,4.3,841.0,Very Good,Himayathnagar,Hyderabad
OYO 7976 Dilsukhnagar,2475.0,32.0,1687.0,7.9,3.7,304.0,Good,Himayathnagar,Hyderabad
OYO 45368 Grand Stay Near Secunderabad Bus Stand,2766.0,32.0,1886.0,7.9,4.4,250.0,Very Good,Himayathnagar,Hyderabad
OYO 16539 Grand Sandarshini Inn,3205.0,42.0,1859.0,3.6,4.4,56.0,Very Good,Himayathnagar,Hyderabad
OYO 46058 Pleasant Stay Near Moosapet Metro Station,2444.0,32.0,1666.0,10.0,4.5,874.0,Excellent,Himayathnagar,Hyderabad
OYO 18725 Sr Grand,2429.0,32.0,1657.0,9.8,4.4,294.0,Very Good,Himayathnagar,Hyderabad
OYO 2006 Apartment Begumpet,1916.0,32.0,1306.0,8.8,4.3,342.0,Very Good,Himayathnagar,Hyderabad
